City_id;City;Country;Population
176;Вест-Ковайн;США;1337961
177;Ширин;Узбекистан;5691287
178;Палана;Россия;5942243
179;Ичиномия;Япония;8524448
180;Поццуоли;Италия;6847365
181;Великий Устюг;Россия;838390
182;Куня-Ургенч;Туркменистан;1706709
183;Челно-Вершины;Россия;1167966
184;Брук-Парк;США;2124254
185;Красноармейск;Россия;3679559
186;Кингс;США;9290728
187;Элм-Спрингс;США;5535271
188;Свалява;Украина;7067514
189;Форт-Пирс;США;7491758
190;Оснабрюк;Германия;2380798
191;Сиухога-Фоллс;США;4849666
192;Провиденс;США;4564189
193;Молоково;Россия;5994135
194;Беркакит;Россия;6335530
195;Чандигарх;Индия;2583769
196;Каррара;Италия;5892241
197;Мак-Миннвилл;США;6030412
198;Сарны;Украина;8275762
199;Фурманов;Россия;5521637
200;Куресааре;Эстония;8258843
201;Вачи;Россия;3807868
202;Прилуки;Украина;1588268
203;Кваиси;Грузия;6848871
204;Алыгжер;Россия;1277869
205;Силвер-Бау;США;5323579
206;Амерсфоорт;Голландия;9783258
207;Вайс;США;4966732
208;Бровары;Украина;4855565
209;Великая Лепетиха;Украина;6686063
210;Барановка;Украина;1489014
211;Благовещенск;Россия;9395185
212;Пайн-Хиллс;США;7186333
213;Брюссель;Бельгия;7837412
214;Уотертаун;США;4036851
215;Барселона;Испания;6739693
216;Ветумпка;США;8751348
217;Сеул;Южная Корея;5601097
218;Эстервилл;США;7276756
219;Кемптен;Германия;9826776
220;Гуково;Россия;95112
221;Красная Гора;Россия;9685908
222;Остроленка;Польша;2158941
223;Хагерстаун;США;9696092
224;Климовск;Россия;9339587
225;Мииаконойо;Япония;5612474
226;Маунт-Моррис;США;4843527
227;Хвар;Хорватия;9186074
228;Айзенштадт;Австрия;5452364
229;Бинагади;Азербайджан;9221304
230;Ясный;Россия;1396040
231;Великодолининское;Украина;424319
232;Новомосковск;Украина;4276591
233;Беннион;США;5070022
234;Кубинка;Россия;2992378
235;Крапивинский;Россия;1934140
236;Кантрисайд;США;6096879
237;Ельня;Россия;2197743
238;Ижма;Россия;8395516
239;Липецк;Россия;4265021
240;Бурнхам;США;9174060
241;Термез;Узбекистан;8508206
242;Формоза;Аргентина;2689365
243;Ричмонд;США;5698526
244;Мэйвуд;США;6315099
245;Биркенхед;Великобритания;3091759
246;Нискаюна;США;5766313
247;Почеп;Россия;7689078
248;Вунг-Тау;Вьетнам;1690937
249;Медынь;Россия;4194370
250;Кан-То;Вьетнам;3571688
251;Астара;Азербайджан;7732567
252;Калли;США;9935598
253;Мерсебург;Германия;6215682
254;Кавачи;Япония;9870404
255;Балфоур;США;7140296
256;Тээли;Россия;6552210
257;Затобольск;Казахстан;5893557
258;Белгород-Днестровский;Украина;959824
259;Брейтово;Россия;1840543
260;Братское;Украина;2466811
261;Кринички;Украина;7145956
262;Богодухов;Украина;4249510
263;Керчь;Украина;9717218
264;Дрогобыч;Украина;3856757
265;Молетай;Литва;3509294
266;Южноукраинск;Украина;3621258
267;Тепик;Мексика;7618414
268;Кириу;Япония;2372156
269;Кунья;Россия;2090435
270;Хамада;Япония;9211666
271;Мунисинг;США;6742650
272;Карагель;Туркменистан;8507828
273;Чолпон-Ата;Киргызстан;6817265
274;Геок-Тепе;Туркменистан;8621974
275;Новотроицк;Россия;3038599
276;Кечи;США;6687861
277;Доуэллтаун;США;8983629
278;Казлу-Руда;Литва;148299
279;Акший;Казахстан;9123642
280;Фуллертон;США;1534279
281;Кингисепп;Эстония;9813899
282;Боучервилл;Канада;1335996
283;Исянгулово;Россия;8668585
284;Харвуд;США;3201599
285;Кинешма;Россия;1289665
286;Овертон;США;9985530
287;Ахмадабад;Индия;7391116
288;Курган-Тюбе;Таджикистан;4806233
289;Монтреуил;Франция;7896386
290;Лилман;США;1326009
291;Путятино;Россия;6094149
292;Бишкек;Киргызстан;5135194
293;Карбон Клифф;США;5059638
294;Визи;США;9801144
295;Балакирево;Россия;3770477
296;Красногвардейск;Украина;84374
297;Сабирабад;Азербайджан;7274871
298;Логойск;Беларусь;6264895
299;Редмонд;США;7877459
300;Усть-Кишерть;Россия;9436399
301;Флагстафф;США;1309789
302;Безмеин;Туркменистан;5777327
303;Вейртон;США;2439095
304;Пампа;США;5086493
305;Волгореченск;Россия;141840
306;Сумы;Украина;2454954
307;Перрисбург;США;5164404
308;Фрейтал;Германия;9788283
309;Звенигородка;Украина;8866480
310;Алуксне;Латвия;5071339
311;Аскиз;Россия;2286952
312;Волочиск;Украина;4815048
313;Итажаи;Бразилия;6745206
314;Петропавловка;Украина;4947266
315;Заандам;Голландия;3227422
316;Марианна;США;7081391
317;Колорадо-Спрингс;США;5828698
318;Полевской;Россия;2760350
319;Североморск;Россия;7867184
320;Бельск Подласки;Польша;6293688
321;Кривой Рог;Украина;485453
322;Вильмингтон;США;1515343
323;Чаплинка;Украина;8871061
324;Роял-Оак;США;4432069
325;Оак Парк;США;712493
326;Жуис-де-Фора;Бразилия;7061920
327;Печора;Россия;259442
328;Ньюри;США;2801720
329;Брошнев-Осада;Украина;5550214
330;Ахты;Россия;9146291
331;Компанеевка;Украина;7305874
332;Абаша;Грузия;382243
333;Богучар;Россия;7371130
334;Яксон;США;65312
335;Алкантара;Испания;6501387
336;Васильевка;Беларусь;6202422
337;Хикон;Япония;6189294
338;Иловайск;Украина;8239701
339;Кев;Туркс и Кейкос;3089942
340;Пичаево;Россия;6635124
341;Муррей;США;8635566
342;Артемовский;Россия;9354321
343;Арнхем;Голландия;6765807
344;Порт-о-Пренс;Гаити;4909813
345;Сьена;Италия;4041171
346;Боулдер;США;5926860
347;П`оханг;Южная Корея;3456126
348;Тукспан-де-Родригес-Кано;Мексика;9325307
349;Ивановка;Киргызстан;1395823
350;Дотнува;Литва;8273035
351;Васильсурск;Россия;3260784
352;Ак-Шыйрак;Киргызстан;8999118
353;Ладера-Хейгтс;США;7817289
354;Пенелоп;США;7995767
355;Сваржедж;Польша;1565754
356;Борисоглебск;Россия;4370954
357;Сувон;Южная Корея;2530449
358;Невинномысск;Россия;2272745
359;Пуласки;США;4216983
360;Медсайн-Парк;США;5519848
361;Хаарлем;Голландия;4186280
362;Каргаполье;Россия;5091457
363;Сосновец;Польша;1246106
364;Бекешсаба;Венгрия;831014
365;Городок;Украина;9857232
366;Марьяновка;Россия;8049085
367;Барейлли;Индия;7209242
368;Бетел-Хейгтс;США;1525235
369;Вильгельмсхавен;Германия;3164901
370;Моунт-Плисант;США;923860
371;Тавда;Россия;2657367
372;Линнвилл;США;954757
373;Кестеньга;Россия;7157261
374;Буэнос-Айрес;Аргентина;5293863
375;Данбури;США;720179
376;Потсдам;Германия;6178427
377;Бури;Великобритания;3833948
378;Парана;Аргентина;3776675
379;Ольга;Россия;1382112
380;Грейфсвальд;Германия;2934174
381;Тускумбиа;США;4165307
382;Кхасково;Болгария;261891
383;Спас-Клепики;Россия;9223157
384;Стратмур-Гарденс;США;5957487
385;Перемышляны;Украина;1812687
386;Селлерсвилл;США;2553500
387;Ионишкис;Литва;151287
388;Манхаттан;США;4657623
389;Великая Михайловка;Украина;1957748
390;Лисбург;США;3892433
391;Файрфилд;США;9726820
392;Володарский;Россия;364057
393;Торндейл;США;938900
394;Красноград;Украина;2254425
395;Балд-Кноб;США;5758354
396;Урмстон;Великобритания;1024004
397;Салем;США;5843780
398;Киевская;Украина;9204808
399;Марьинка;Украина;1263889
400;Фаизабад;Индия;5370175
401;Ауэзов;Казахстан;4126822
402;Сан-Хосе-до-Рио-Прето;Бразилия;4642838
403;Лонг-Бич;США;1059921
404;Болеславец;Польша;2977485
405;Тьюксбури;США;3412905
406;Урюпинск;Россия;8256366
407;Фуджи;Япония;8182252
408;Блаувелт;США;9269899
409;Вокингем;Великобритания;6586141
410;Кытманово;Россия;8273763
411;Тояма;Япония;2450268
412;Траверс-Сити;США;6854468
413;Фрипорт;США;2567873
414;Прескотт;США;8531619
415;Крато;Бразилия;2955896
416;Форт МкКинли;США;4688834
417;Аубурн;США;8550468
418;Роуин;Канада;8616945
419;Любляна;Словения;5563896
420;Шеррелвуд;США;6343187
421;Тура;Россия;725703
422;Тутвилер;США;4961019
423;Йонесборо;США;4149850
424;Еуфаула;США;9452824
425;Верхняя Тойма;Россия;8523064
426;Куала-Лумпур;Малайзия;1127614
427;МкАфи;США;7531575
428;Чарлерой;США;4674838
429;Мурманск;Россия;1784846
430;Нижмеген;Голландия;6821904
431;Эпиналь;Франция;1251424
432;Саут-Лайон;США;253721
433;Хометаун;США;4938436
434;Флинт;США;8872208
435;Глазов;Россия;4472332
436;Первомайск;Украина;6893864
437;Зары;Польша;6954760
438;Шарковщина;Беларусь;3385304
439;Усть-Большерецк;Россия;4264921
440;Нью-Плимут;Новая Зеландия;6028474
441;Кинстон;США;812642
442;Одесское;Россия;8644543
443;Манчестер;США;4669464
444;Яворов;Украина;6720237
445;Пряжа;Россия;3166712
446;Балабино;Украина;4970748
447;Стампс;США;3490334
448;Половинное;Россия;6249874
449;Глочестер;Великобритания;4406613
450;Донское;Россия;1753367
451;Скерневице;Польша;9957208
452;Ла Салл;США;7030053
453;Осинники;Россия;3865910
454;Колумбия-Хейгтс;США;9182014
455;Монтон;США;8306419
456;Северо-Енисейский;Россия;6616425
457;Калга;Россия;1339226
458;Фаирборн;США;3805861
459;Тируччираппалли;Индия;6800249
460;Лемон-Гров;США;3570405
461;Чоп;Украина;5052567
462;Шакер-Хейгтс;США;485373
463;Мехико;Мексика;4984513
464;Селма;США;7228831
465;Кирьят-Тивон;Израиль;1874351
466;Чернянка;Россия;1735071
467;Фонтана;США;8987137
468;Бартон-он-Трент;Великобритания;2636202
469;Олбани-Центр;США;9480493
470;Файрфилд;США;9287025
471;Жоао-Пессоа;Бразилия;4961289
472;Цесис;Латвия;4724048
473;Тралл;США;188267
474;Ашланд-Сити;США;522709
475;Панино;Россия;472268
476;Самбор;Украина;5970247
477;Конкорд;США;5758845
478;Новоайдар;Украина;4509363
479;Андонг;Южная Корея;3276366
480;Милфорд;США;8285953
481;Заток;Россия;3102495
482;Айрдри;Великобритания;4927548
483;Пассо-Фундо;Бразилия;4177720
484;Матсуиама;Япония;4544341
485;Бессемер;США;404170
486;Портер;США;6799974
487;Лоретто;США;6464116
488;Харвуд Хейгтс;США;5207755
489;Вудвилл;США;7469707
490;Байя;Венгрия;2965025
491;Сант-Антони;США;2281606
492;Дальтон;США;2056786
493;Зеленодольск;Россия;5829490
494;Нумата;Япония;8860499
495;Хоумстид;США;4987446
496;Добрич;Болгария;6102723
497;Полковице;Польша;7621536
498;Сернур;Россия;7629771
499;Старое Шайгово;Россия;813642
500;Кузнецовск;Украина;8763986
501;Тараща;Украина;2296737
502;Лорейн;США;4844981
503;Иангчау;Китай;6228853
504;Эйрпорт-Драйв;США;4261035
505;Мардакерт;Азербайджан;9252534
506;Ницца;Франция;3073571
507;Джонстаун;США;5743762
508;Артемовский;Россия;9940321
509;Сент-Луис;США;9497922
510;Кентербери;Великобритания;7148436
511;Сагевилл;США;4499439
512;Солнечнодольск;Россия;7747008
513;Большой Улуй;Россия;6305642
514;Карпогоры;Россия;5158386
515;Матсумото;Япония;8248106
516;Шереметьевский;Россия;1704878
517;Усть-Кут;Россия;5311226
518;Флоренц;США;9697788
519;Кумберланд;США;7376881
520;Рино;США;2653466
521;Макклесфилд;Великобритания;518668
522;Аспинвалл;США;6803177
523;Ист Батлер;США;365219
524;Рандерс;Дания;1767218
525;Высокое;Беларусь;340186
526;Монино;Россия;7519299
527;Клуж-Напока;Румыния;235250
528;Ак-Коль;Казахстан;348970
529;Остин;США;6341776
530;Кварели;Грузия;6449408
531;Зангелан;Азербайджан;1797205
532;Трускавец;Украина;1477315
533;Опорто;Португалия;2064402
534;Колт;США;3215216
535;Дзержинск;Украина;4276458
536;Редкар;Великобритания;931920
537;Рашмер;США;8153882
538;Фалмаут-Форсайд;США;3999188
539;Сырдарья;Узбекистан;9257282
540;Комсомольск-на-Амуре;Россия;8129839
541;Гримсби;Великобритания;7100029
542;Менло-Парк;США;4070367
543;Берислав;Украина;364446
544;Снежногорск;Россия;1197081
545;Рославль;Россия;7154220
546;Логан;США;6676954
547;Шилуте;Литва;1362347
548;Бруклин;США;2085661
549;Любомль;Украина;4006635
550;Богородицк;Россия;5581515
551;Сарань;Казахстан;2043444
552;Виннедал;США;867952
553;Мадисон;США;9366497
554;Озеры;Россия;8501906
555;Богатырь;Россия;1300891
556;Славянка;Россия;5041672
557;Алитус;Литва;7228098
558;Хигли Хейгтс;США;4361237
559;Пено;Россия;2903103
560;Верховажье;Россия;8142011
561;Куйбышевский;Таджикистан;2644953
562;Монтклейр;США;8931282
563;Ашикага;Япония;9248186
564;Роман;Румыния;7502136
565;Тим;Россия;2822664
566;Пушкинские Горы;Россия;9550204
567;Лейксайд;США;921294
568;Вест-Орандж;США;5169431
569;Галесбург;США;9210073
570;Бруа-эн-Арто;Франция;6544064
571;Беллайр;США;7921552
572;Варегово;Россия;7250104
573;Портленд;США;2253208
574;Рой;США;4930003
575;Фуйисава;Япония;1442573
576;Усинск;Россия;331182
577;Тербуны;Россия;7831295
578;Усмат;Узбекистан;5330124
579;Берки;США;9673331
580;Винники;Украина;1137937
581;Медина;США;7305399
582;Гуин;США;3975546
583;Савона;Италия;9638598
584;Глуша;Беларусь;3894317
585;Андреаполь;Россия;4522525
586;Яйпан;Узбекистан;4417534
587;Сант-Хеленс;Великобритания;3028650
588;Кочубей;Россия;1645579
589;Лепель;Беларусь;1839806
590;Амдерма;Россия;6925970
591;Текпан-де-Галина;Мексика;3512034
592;Меджиржеч;Польша;2171363
593;Сентралиа;США;7459110
594;Броницкая Гута;Украина;4526880
595;Багалкот;Индия;1737683
596;Корсунь-Шевченковский;Украина;928223
597;Иолотань;Туркменистан;4342506
598;Кловерлиф;США;7940259
599;Сахуэйо;Мексика;9048477
600;Моррис;США;3693914
601;Старая Кулатка;Россия;6724010
602;Вышний Волочек;Россия;4791449
603;Селенгинск;Россия;5653741
604;Валтам;США;2149248
605;Варна;Россия;1406131
606;Каваниши;Япония;9320214
607;Торре-Аннунциата;Италия;3115311
608;Никосия;Кипр;2614578
609;Каттакурган;Узбекистан;9866255
610;Маркуэтт Хейгтс;США;423426
611;Русе;Болгария;4765201
612;Рэйн;США;5690431
613;Вольногорск;Украина;3275015
614;Кармичел;США;1820774
615;Татчхем;Великобритания;5061519
616;Регенсбург;Германия;7774538
617;Коксовый;Россия;4033362
618;Майли-Сай;Киргызстан;7836455
619;Батамшинский;Казахстан;8316498
620;Мак-Гехи;США;8587852
621;Линда;США;4138414
622;Мус-Яв;Канада;2189185
623;Виньковцы;Украина;289164
624;Удомля;Россия;1317395
625;Редландс;США;3437639
626;Аша;Россия;4461153
627;Краснознаменск;Россия;4474184
628;Франкфурт-на-Одере;Германия;2254231
629;Гордонвилл;США;3099420
630;Силистра;Болгария;6360972
631;Курск;Россия;8444635
632;Избербаш;Россия;3494015
633;Юргамыш;Россия;7109672
634;Кампбеллтон;США;842936
635;Тандерболт;США;6876493
636;Стьюартс-Драфт;США;3037610
637;Шатки;Россия;9209140
638;Франкенталь;Германия;1232035
639;Солдатский;Узбекистан;3836379
640;Охатчи;США;5326599
641;Марнеули;Грузия;8606205
642;Холм-Жирковский;Россия;6623056
643;Сейлсбури;Великобритания;1097892
644;Голдендейл;США;5769609
645;Марисвилл;США;1459855
646;Балли;Индия;5177969
647;Исилькуль;Россия;5872312
648;Бунбури;Австралия;6268315
649;Талса;США;7867578
650;Симферополь;Украина;4721536
651;Григориополь;Молдова;5756365
652;Брукхавен;США;6666117
653;Хэйнесвилл;США;7336250
654;Ивангород;Россия;5346234
655;Ноксвилл;США;5195199
656;Гронинген;Голландия;1694171
657;Жуковка;Россия;9561410
658;Лумбертон;США;4060767
659;И-Клер;США;3037338
660;Кингсвилл;США;6996526
661;Версаиллес;США;5306622
662;Винчестер;США;5774672
663;Каменка-Днепровская;Украина;9673564
664;Гранит-Парк;США;6566694
665;Бергиш-Гладбах;Германия;8893490
666;Мерибель;Франция;8314236
667;Дегтярск;Россия;7270571
668;Вайсенбург;Германия;6497614
669;Майшягала;Литва;8953965
670;Очаков;Украина;2915706
671;Варренсвилл-Хейгтс;США;7906386
672;Ловелок;США;396344
673;Павловск;Россия;3282987
674;Ермаковское;Россия;4267296
675;Нортмур;США;5841398
676;Милдура;Австралия;25775
677;Шингу;Япония;6659513
678;Пуна;Индия;6401390
679;Лаваль;Канада;666871
680;Лексингтон;США;3029387
681;Оттумва;США;4861926
682;Гондал;Индия;6735027
683;Давангер;Индия;1865015
684;Белая Калитва;Россия;9904929
685;Бельагаш;Казахстан;4794373
686;Амазар;Россия;5728281
687;Баяндай;Россия;6097211
688;Сант-Хуберт;Канада;9754173
689;Чилик;Казахстан;7360375
690;Нидхам;США;793526
691;Итабуна;Бразилия;7953407
692;Верхние Киги;Россия;4653909
693;Кедровка;Россия;2213353
694;Петриков;Беларусь;9280527
695;Ист Дубукуэ;США;3461808
696;Аткинс;США;8359995
697;Линкольн;Великобритания;1638475
698;Бакстон;США;4310953
699;Старосубхангулово;Россия;1388014
700;Мелрос-Парк;США;3393282
701;Истборо;США;734067
702;Верхний Услон;Россия;9330141
703;Булонь-Билланкур;Франция;9276552
704;Упландс Парк;США;6774961
705;Коссут;США;7035418
706;Гояния;Бразилия;3818832
707;Норт-Форт-Майерс;США;9031207
708;Царичанка;Украина;4307679
709;Липин Бор;Россия;9729991
710;Шарлотт;США;9497209
711;Хвойное;Россия;2466099
712;Ковель;Украина;1751903
713;Каспер;США;2184133
714;Перуджиа;Италия;9157887
715;Ларьяк;Россия;3049160
716;Дели;США;6420002
717;Дубенский;Россия;5625386
718;Вильсон;США;5326332
719;Ловес Парк;США;5455266
720;Барнсли;Великобритания;4347490
721;Берн;Швейцария;8664762
722;Карловы Вары;Чехия;8977102
723;Клантон;США;5280102
724;Бестях;Россия;4723438
725;Грейт-Бенд;США;4940335
726;Хот-Спрингс (национальный парк);США;178248
727;Бачтел;США;5581607
728;Темпы;Россия;8233535
729;Пирятин;Украина;5596045
730;Казань;Россия;5328983
731;Усть-Илимск;Россия;766041
732;Хендерсонвилл;США;6725204
733;Ванк;США;7970342
734;Унионтаун;США;5761603
735;Кровелец;Украина;802510
736;Пушкино;Россия;6537604
737;Катовице;Польша;2529600
738;Ирвин;Великобритания;5039731
739;Тойохаши;Япония;8774244
740;Усть-Камчатск;Россия;4684243
741;Хухуй;Аргентина;9776782
742;Хеерлен;Голландия;9418949
743;Гаинесборо;США;1523470
744;Сарасота-Спрингс;США;5893083
745;Еминенк;США;4724596
746;Оксфорд;США;5129649
747;Сопрон;Венгрия;4726507
748;Алис Спрингс;Австралия;4692670
749;Иванков;Украина;9235810
750;Кабардинка;Россия;8150331
751;Гигант;Россия;4294633
752;Лениградский;Таджикистан;9840673
753;Парис;США;5559894
754;Сателлайт-Бич;США;6873829
755;Камское Устье;Россия;362665
756;Трои;США;7962142
757;Хаверхилл;США;2367704
758;Чомутов;Чехия;7752829
759;Рулевилл;США;42535
760;Зебляки;Россия;1996209
761;Керман;Иран;8274932
762;Гилбертсвилл;США;3952183
763;Окленд;Новая Зеландия;1138973
764;Челекен;Туркменистан;1666351
765;Новая Водолага;Украина;6480839
766;Волхов;Россия;8815320
767;Миллерово;Россия;3084318
768;Иволгинск;Россия;8550405
769;Холлидэйсбург;США;5245024
770;Лунен;Германия;9935113
771;Макон;Франция;8521080
772;Косамалоапан (де Карпио);Мексика;3937581
773;Фармингтон;США;4648430
774;Кайзерслаутерн;Германия;749344
775;Сакаиде;Япония;6431450
776;МкМиннвилл;США;5684887
777;Сомбор;Югославия;1323787
778;Бижбуляк;Россия;3583305
779;Гали;Грузия;5187907
780;Анкона;Италия;3004609
781;Ботаническое;Украина;4348677
782;Белики;Украина;9461464
783;Яссы;Румыния;5935380
784;Корриентес;Аргентина;5934805
785;Белополье;Украина;7507156
786;Кикнур;Россия;9282513
787;Какинада;Индия;5189972
788;Кипресс-Гарденс;США;8955511
789;Могоча;Россия;587078
790;Эдирн;Турция;1675556
791;Компостела;Мексика;5425954
792;Магарамкент;Россия;5865367
793;Фейрхам;Великобритания;7994333
794;Кэйсери;Турция;6422215
795;Левистон;США;8510438
796;Яместаун;США;8542823
797;Усвяты;Россия;1999964
798;Фейра-де-Сантана;Бразилия;7662416
799;Мехикали;Мексика;6585400
800;Седар-Хиллс;США;2358968
801;Писга;США;2276085
802;Масса;Италия;1688902
803;Сан-Бенито;США;2489424
804;Ист-Конемауг;США;793944
805;Саарбрюкен;Германия;655461
806;Аккерман;США;8269357
807;Кашива;Япония;4721752
808;Мегион;Россия;860289
809;Россоны;Беларусь;3212759
810;Озерск;Россия;1848936
811;Витебск;Беларусь;2358898
812;Силвертон;США;5292394
813;Шпола;Украина;9718203
814;Гудман;США;4532196
815;Бетел-Парк;США;8250424
816;Лешуконское;Россия;9090622
817;Андовер;США;3657858
818;Чатхем;Великобритания;1583946
819;Ертарский;Россия;1997374
820;Штаб Главного Командования;США;4067236
821;Ривертон;США;9087510
822;Алга;Казахстан;5669939
823;Ширяево;Украина;6237041
824;Братислава;Словакия;5151228
825;Виареджио;Италия;9982813
826;Семилуки;Россия;4500371
827;Новый Узень;Казахстан;6439215
828;Слободзея;Молдова;5515252
829;Ч`онан;Южная Корея;2933243
830;Гданьск;Польша;7106622
831;Спаниш Лак;США;1386532
832;Урай;Россия;3088453
833;Былбасовка;Украина;3227781
834;Пеграм;США;3961193
835;Чкаловск;Россия;2230653
836;Новоалександровск;Россия;6751265
837;Гирвас;Россия;2135820
838;Нижнегорский;Украина;7711734
839;Вудбоурн;США;783644
840;Санта-Круз-де-Тенерифе;Испания;4457247
841;Катонсвилл;США;4144308
842;Цубаме;Япония;6729630
843;Алексеевка;Казахстан;1001473
844;Нептун-Сити;США;59484
845;Викториавилл;Канада;1654711
846;Сопот;Польша;825663
847;Кокоа-Бич;США;15497
848;Ветрино;Беларусь;7745461
849;Эночвилл;США;242311
